Title,Texte de l'article,Date mise à jour
Another lunar lander rockets toward the moon for a touchdown attempt,"CAPE CANAVERAL, Fla. (AP) — Another private U.S. company took a shot at the moon Thursday, launching a month after a rival’s lunar lander missed its mark and came crashing back.
NASA, the main sponsor with experiments on board, is hoping for a successful moon landing next week as it seeks to jumpstart the lunar economy ahead of astronaut missions.
SpaceX’s Falcon rocket blasted off in the middle of the night from NASA’s Kennedy Space Center, dispatching Intuitive Machines’ lunar lander on its way to the moon, 230,000 miles (370,000 kilometers) away.","Updated 3:51 PM GMT+1, February 15, 2024"
What you can expect to experience during April’s total solar eclipse,"LONDON (AP) — Whales sing loud enough that their songs travel through the ocean, but knowing the mechanics behind that has been a mystery.
Scientists now think they have an idea, and it’s something not seen in other animals: a specialized voice box.
Experts say the discovery, while based on a study that is too tiny to be definitive, will direct future research into how whales communicate.","Updated 6:01 PM GMT+1, February 21, 2024"
Hungry sea otters are helping save California’s marshlands from erosion,"TOKYO (AP) — Japan’s flagship H3 rocket reached orbit and released two small observation satellites in a key second test following a failed debut launch last year, buoying hope for the country in the global space race.
The H3 rocket blasted off from the Tanegashima Space Center on time Saturday morning, two days after its originally scheduled liftoff was delayed by bad weather.
The rocket successfully reached orbit at an altitude of about 670 kilometers (about 420 miles) and released two satellites, the Japan Aerospace Exploration Agency, or JAXA, said.","Updated 12:32 PM GMT+1, February 17, 2024"
Taters the cat steals the show in first video sent by laser from deep space,"COPENHAGEN, Denmark (AP) — Vikings had windows — usually only associated with medieval churches and castles — meaning Norsemen dignitaries sat in rooms lit up by apertures with glass, Danish researchers said Thursday. The glass panes can be dated from long before the churches and castles of the Middle Ages with which glazed windows are associated, they said.
“This is yet another shift away from the image of unsophisticated barbaric Vikings swinging their swords around,” said Mads Dengsø Jessen, a senior researcher with the National Museum in Copenhagen.
Over the past 25 years, archeologists have found glass fragments in six excavations in southern Sweden, Denmark and northern Germany.","Updated 12:19 PM GMT+1, October 5, 2023"
Shimmering galaxies revealed in new photos by European space telescope,"LINCOLN, Neb. (AP) — A crew cutting down a dying oak at the University of Nebraska made a surprising find — flying squirrels.
A video shot by a member of the crew made its way to Larkin Powell, a conservation biology professor. The Lincoln Journal Star reports that he was surprised by what he saw — the only remaining Nebraska population of the nocturnal and tiny animals was 90 miles away in Nebraska’s southeast corner, near Indian Cave State Park.
It turns out the flying squirrels had been living undetected — until now — in the treetops just above the animal experts at the university’s School of Natural Resources in Lincoln. The crew made the discovery earlier this month, the newspaper reported.","Published 6:43 PM GMT+1, December 23, 2021"
How do whales sing? Scientists point to a specialized voice box that other animals don’t have,"LOISABA CONSERVANCY, Kenya (AP) — Conservationists in Kenya are celebrating as rhinos were returned to a grassy plateau that hasn’t seen them in decades.
The successful move of 21 eastern black rhinos to a new home will give them space to breed and could help increase the population of the critically endangered animals. It was Kenya’s biggest rhino relocation ever.
The rhinos were taken from three parks that are becoming overcrowded to the private Loisaba Conservancy, where herds were wiped out by poaching decades ago.","Updated 8:56 AM GMT+1, February 15, 2024"
"Putin says Russia has no intention of putting nuclear weapons in space, denying US claims","WASHINGTON (AP) — Nearly half of the world’s migratory species are in decline, according to a new United Nations report released Monday.
Many songbirds, sea turtles, whales, sharks and other migratory animals move to different environments with changing seasons and are imperiled by habitat loss, illegal hunting and fishing, pollution and climate change.
About 44% of migratory species worldwide are declining in population, the report found. More than a fifth of the nearly 1,200 species monitored by the U.N. are threatened with extinction.","Updated 9:45 AM GMT+1, February 12, 2024"
"To keep whales safe, Coast Guard launches boat alert system in Seattle","CAPE CANAVERAL, Fla. (AP) — Astronauts from Turkey, Italy and Sweden returned to Earth on Friday, ending a private three-week mission to the International Space Station.
The trio were accompanied by a retired NASA astronaut who now works for Axiom Space, the Houston company that arranged the chartered flight. The crew returned in a SpaceX capsule that parachuted into the Atlantic off the Florida coast.
Turkey celebrated Alper Gezeravci’s launch from Cape Canaveral last month. A former fighter pilot and captain for Turkish Airlines, he became the first person from his country to fly in space.","Updated 3:58 PM GMT+1, February 9, 2024"
How ‘lab-grown’ meat cultivated from animal cells could offer another sustainable food option,"CAPE CANAVERAL, Fla. (AP) — NASA’s newest climate satellite rocketed into orbit Thursday to survey the world’s oceans and atmosphere in never-before-seen detail.
SpaceX launched the Pace satellite on its $948 million mission before dawn, with the Falcon rocket heading south over the Atlantic to achieve a rare polar orbit.
The satellite will spend at least three years studying the oceans from 420 miles (676 kilometers) up, as well as the atmosphere. It will scan the globe daily with two of the science instruments. A third instrument will take monthly measurements.","Updated 8:14 AM GMT+1, February 8, 2024"
Saving Brazil’s rainforest starts with helping people and businesses make a living off cleared land,"CAPE CANAVERAL, Fla. (AP) — Astronomers have found the best evidence yet of a vast, young ocean beneath the icy exterior of Saturn’s Death Star lookalike mini moon.
The French-led team analyzed changes in Mimas’ orbit and rotation and reported Wednesday that a hidden ocean 12 to 18 miles (20 to 30 kilometers) beneath the frozen crust was more likely than an elongated rocky core. The scientists based their findings on observations by NASA’s Cassini spacecraft, which observed Saturn and its more than 140 moons for more than a decade before diving through the ringed planet’s atmosphere in 2017 and burning up.
Barely 250 miles (400 kilometers) in diameter, the heavily cratered moon lacks the fractures and geysers — typical signs of subsurface activity — of Saturn’s Enceladus and Jupiter’s Europa.","Updated 5:39 AM GMT+1, February 8, 2024"
"Beef is a way of life in Texas, but it’s hard on the planet. This rancher thinks she can change that","CAPE CANAVERAL, Fla. (AP) — An asteroid as big as a skyscraper will pass within 1.7 million miles of Earth on Friday.
Don’t worry: There’s no chance of it hitting us since it will pass seven times the distance from Earth to the moon.
NASA’s Center for Near Earth Object Studies estimates the space rock is between 690 feet and 1,575 feet (210 meters and 480 meters) across. That means the asteroid could be similar in size to New York City’s Empire State Building or Chicago’s Willis Tower.","Updated 5:22 AM GMT+1, February 2, 2024"
What pastoralists in Senegal and Mongolia can teach us about adapting to a changing environment,"WASHINGTON (AP) — The return of sea otters and their voracious appetites has helped rescue a section of California marshland, a new study shows.
Sea otters eat constantly and one of their favorite snacks is the striped shore crab. These crabs dig burrows and also nibble away roots of the marsh grass pickleweed that holds dirt in place.
Left unchecked, the crabs turn the marsh banks “into Swiss cheese,” which can collapse when big waves or storms hit, said Brent Hughes, a Sonoma State University marine ecologist and co-author of the new study published Wednesday in the journal Nature.","Updated 1:05 AM GMT+1, February 1, 2024"
Plant-based products haven’t converted US meat-eaters. Could new recipes win them over?,"WASHINGTON (AP) — Like a moth to flame, many scientists and poets have long assumed that flying insects were simply, inexorably drawn to bright lights.
But that’s not exactly what’s going on, a new study suggests.
Rather than being attracted to light, researchers believe that artificial lights at night may actually scramble flying insects’ innate navigational systems, causing them to flutter in confusion around porch lamps, street lights and other artificial beacons.","Updated 12:35 AM GMT+1, January 31, 2024"
Japan’s new flagship H3 rocket reaches orbit in a key test after failed debut last year,"CAPE CANAVERAL, Fla. (AP) — NASA’s little Mars helicopter has flown its last flight.
The space agency announced Thursday that the 4-pound (1.8-kilogram) chopper named Ingenuity can no longer fly because of rotor blade damage. While it remains upright and in contact with flight controllers, its $85 million mission is officially over, officials said.
Originally intended as a short-term tech demo, Ingenuity logged 72 flights over three years at Mars. It accumulated more than two hours of flight time, traveling 11 miles (18 kilometers). That’s more than 14 times farther than planned, according to NASA. It soared as high as 79 feet (24 meters) and hit speeds of up to 22.4 mph (36 kph).","Updated 11:25 PM GMT+1, January 25, 2024"
Are we about to find out the moon’s origin? Japan’s space agency says it may now have clues,"Previously unknown colonies of emperor penguins have been spotted in new satellite imagery.
Emperor penguins, considered “near threatened” with extinction, are the world’s largest penguins. They raise their chicks in Antarctic winter on patches of frozen sea ice. But if the ice breaks up before the chicks have fledged, most will die.
At least some emperor penguins are moving their colonies as melting ice from climate change threatens breeding grounds, according to research released on Wednesday.","Updated 1:01 AM GMT+1, January 24, 2024"
"Ed Dwight was to be the first Black astronaut. At 90, he’s finally getting his due","CAPE CANAVERAL, Fla. (AP) — A U.S. company’s failed moonshot ended with a fiery plunge over the South Pacific, officials confirmed Friday.
Astrobotic Technology said contact and then tracking was lost as its lunar lander reentered Earth’s atmosphere Thursday, 10 days after launching from Florida. It received confirmation Friday from U.S. Space Command that the spacecraft broke apart during its final moments, CEO John Thornton said.
A fuel leak shortly after liftoff had nixed any chance of a moon touchdown.","Updated 8:52 PM GMT+1, January 19, 2024"
Countdown begins for April’s total solar eclipse. What to know about watch parties and safe viewing,"CAPE CANAVERAL, Fla. (AP) — Turkey’s first astronaut along with a Swede and Italian launched Thursday to the International Space Station on a chartered SpaceX flight.
The Falcon rocket blasted off from NASA’s Kennedy Space Center in late afternoon, carrying the three men, all with military pilot experience and representing their homelands. Their escort on the trip: A retired NASA astronaut who now works for the company that arranged the private flight.
Their capsule should reach the space station on Saturday. They will spend two weeks performing experiments, chatting up schoolchildren and soaking in the views of Earth, before returning home.","Updated 12:33 AM GMT+1, January 19, 2024"
"Vikings had windows, another shift away from their image as barbaric Norsemen, Danish museum says","WASHINGTON (AP) — Scientists have mapped the largest coral reef deep in the ocean, stretching hundreds of miles off the U.S. Atlantic coast.
While researchers have known since the 1960s that some coral were present off the Atlantic, the reef’s size remained a mystery until new underwater mapping technology made it possible to construct 3D images of the ocean floor.
The largest yet known deep coral reef “has been right under our noses, waiting to be discovered,” said Derek Sowers, an oceanographer at the nonprofit Ocean Exploration Trust.","Updated 5:17 PM GMT+1, January 19, 2024"
Archaeologists unearth the largest cemetery ever discovered in Gaza and find rare lead sarcophogi,"CAPE CANAVERAL, Fla. (AP) — A U.S. company’s lunar lander will soon burn up in Earth’s atmosphere after a failed moonshot.
Astrobotic Technology said its lander is now headed back toward Earth from the vicinity of the moon. Company officials expect the mission to end Thursday. Astrobotic is working with NASA to track the lander’s path and said it should pose no safety risk during its fiery reentry.
The lander, named Peregrine, rocketed from Cape Canaveral last Monday. It quickly developed a fuel leak that forced Astrobotic to abandon its attempt to make the first U.S. lunar landing in more than 50 years. The company suspects a stuck valve caused a tank to rupture.","Updated 3:26 PM GMT+1, January 15, 2024"
This simple log structure may be the oldest example of early humans building with wood,"WASHINGTON (AP) — Archeologists have uncovered a cluster of lost cities in the Amazon rainforest that was home to at least 10,000 farmers around 2,000 years ago.
A series of earthen mounds and buried roads in Ecuador was first noticed more than two decades ago by archaeologist Stéphen Rostain. But at the time, “I wasn’t sure how it all fit together,” said Rostain, one of the researchers who reported on the finding Thursday in the journal Science.
Recent mapping by laser-sensor technology revealed those sites to be part of a dense network of settlements and connecting roadways, tucked into the forested foothills of the Andes, that lasted about 1,000 years.","Updated 3:47 AM GMT+1, January 12, 2024"
Ruins of ancient Nero’s Theater discovered under garden of future Four Seasons near Vatican,"WASHINGTON (AP) — An ancient species of great ape was likely driven to extinction hundreds of thousands of years ago when climate change put their favorite fruits out of reach during dry seasons, scientists reported Wednesday.
The species Gigantopithecus blacki, which once lived in southern China, represents the largest great ape known to scientists — standing 10 feet tall (3 meters) and weighing up to 650 pounds (295 kilograms).
But its size may also have been a weakness.","Updated 1:24 AM GMT+1, January 11, 2024"
Duck! Flying squirrels take to the air in Nebraska city,"CAPE CANAVERAL, Fla. (AP) — Astronauts will have to wait until next year before flying to the moon and at least two years before landing on it, under the latest round of delays announced by NASA on Tuesday.
The space agency had planned to send four astronauts around the moon late this year, but pushed the flight to September 2025. The first human moon landing in more than 50 years also got bumped, from 2025 to September 2026. NASA cited safety concerns with its own spacecraft, as well as development issues with the moonsuits and landers coming from private industry.
“Safety is our top priority,” said NASA Administrator Bill Nelson. The delays will “give Artemis teams more time to work through the challenges.”","Updated 9:54 PM GMT+1, January 9, 2024"
Rare sea creature washes ashore in Southern California,"CAPE CANAVERAL, Fla. (AP) — A crippling fuel leak forced a U.S. company on Tuesday to give up on landing a spacecraft on the moon.
Astrobotic Technology’s lander began losing fuel soon after Monday’s launch, possibly because of a ruptured tank. The spacecraft had trouble keeping its solar panel pointed towards the sun and generating solar power, as flight controllers scrambled to salvage what they could of the mission.
“Given the propellant leak, there is, unfortunately, no chance of a soft landing on the moon,” Astrobotic said in a statement.","Updated 11:22 PM GMT+1, January 9, 2024"
Nobel-winning technique like “Google Earth for molecules”,"CAPE CANAVERAL, Fla. (AP) — The first U.S. moon landing attempt in more than 50 years appeared to be doomed after a private company’s spacecraft developed a “critical” fuel leak just hours after Monday’s launch.
Pittsburgh-based Astrobotic Technology managed to orient its lander toward the sun so the solar panel could collect sunlight and charge its battery, as a special team assessed the status of what was termed “a failure in the propulsion system.”
It soon became apparent, however, that there was “a critical loss of fuel,” further dimming hope for what had been a planned moon landing on Feb. 23.","Updated 4:15 AM GMT+1, January 9, 2024"
Scientists tinker with evolution to save Hawaii coral reefs,"CAPE CANAVERAL, Fla. (AP) — China and India scored moon landings, while Russia, Japan and Israel ended up in the lunar trash heap.
Now two private companies are hustling to get the U.S. back in the game, more than five decades after the Apollo program ended.
It’s part of a NASA-supported effort to kick-start commercial moon deliveries, as the space agency focuses on getting astronauts back there.","Updated 8:04 PM GMT+1, January 4, 2024"
"Rhinos are returned to a plateau in central Kenya, decades after poachers wiped them out","The U.S. military’s X-37B space plane blasted off Thursday on another secretive mission that’s expected to last at least a couple of years.
Like previous missions, the reusable plane resembling a mini space shuttle carried classified experiments. There’s no one on board.
The space plane took off aboard SpaceX’s Falcon Heavy rocket from NASA’s Kennedy Space Center at night, more than two weeks late because of technical issues.","Updated 4:49 AM GMT+1, December 29, 2023"
Evers goes around GOP to secure grant for largest land conservation purchase in Wisconsin history,"PORTLAND, Maine (AP) — Unfounded claims about offshore wind threatening whales have surfaced as a flashpoint in the fight over the future of renewable energy.
In recent months, conservatives including former President Donald Trump have claimed construction of offshore wind turbines is killing the giant animals.
Scientists say there is no credible evidence linking offshore wind farms to whale deaths. But that hasn’t stopped conservative groups and ad hoc “not in my back yard”-style anti-development groups from making the connection.","Updated 9:01 PM GMT+1, December 23, 2023"
Kenya embarks on its biggest rhino relocation project. A previous attempt was a disaster,"CAPE CANAVERAL, Fla. (AP) — An international astronaut will join U.S. astronauts on the moon by decade’s end under an agreement announced Wednesday by NASA and the White House.
The news came as Vice President Kamala Harris convened a meeting in Washington of the National Space Council, the third such gathering under the Biden administration.
There was no mention of who the international moonwalker might be or even what country would be represented. A NASA spokeswoman later said that crews would be assigned closer to the lunar-landing missions, and that no commitments had yet been made to another country.","Updated 10:35 PM GMT+1, December 20, 2023"
Cocoa grown illegally in a Nigerian rainforest heads to companies that supply major chocolate makers,"CAPE CANAVERAL, Fla. (AP) — An orange tabby cat named Taters stars in the first video transmitted by laser from deep space, stealing the show as he chases a red laser light.
The 15-second video was beamed to Earth from NASA’s Psyche spacecraft, 19 million miles (30 million kilometers) away. It took less than two minutes for the ultra high-definition video to reach Caltech’s Palomar Observatory, sent at the test system’s maximum rate of 267 megabits per second.
The video was loaded into Psyche’s laser communication experiment before the spacecraft blasted off to a rare metal asteroid in October. The mission team at NASA’s Jet Propulsion Laboratory in Pasadena, California, decided to feature an employee’s 3-year-old playful kitty.","Updated 12:30 AM GMT+1, December 20, 2023"
"Nearly half of the world’s migratory species are in decline, UN report says","Jeff Bezos’ space company successfully launched a rocket carrying experiments on Tuesday, its first flight since engine trouble caused a crash more than a year ago.
The New Shepard rocket soared from West Texas, lifting a capsule full of tests, many of which were aboard the failed Blue Origin launch in September 2022. No one was aboard that flight or this latest one.
This time, the capsule made it to the fringes of space, exposing the experiments from NASA and others to a few minutes of weightlessness, before parachuting back down to the desert. The rocket landed first, after releasing the capsule. It reached an altitude of 66 miles (107 kilometers) during the 10-minute flight.","Updated 7:18 PM GMT+1, December 19, 2023"
"Astronauts from Turkey, Italy and Sweden return to Earth, ending private space station trip","CAPE CANAVERAL, Fla. (AP) — A NASA telescope has captured the biggest solar flare in years, which temporarily knocked out radio communication on Earth.
The sun spit out the huge flare along with a massive radio burst on Thursday, causing two hours of radio interference in parts of the U.S. and other sunlit parts of the world. Scientists at the National Oceanic and Atmospheric Administration said it was the biggest flare since 2017, and the radio burst was extensive, affecting even the higher frequencies.
The combination resulted in one of the largest solar radio events ever recorded, Shawn Dahl of NOAA’s Space Weather Prediction Center said Friday.","Updated 9:00 PM GMT+1, December 15, 2023"
NASA climate satellite blasts off to survey oceans and atmosphere of a warming Earth,"CAPE CANAVERAL, Fla. (AP) — The year’s best meteor shower, the Geminids, peaks this week. Skygazers may see as many as one or even two a minute streaking across dark skies.
The meteors will reach their frenzy Thursday. But Wednesday night should provide a cosmic spectacle as well.
This week’s new moon will make for prime viewing anywhere in the world where skies are clear and in spots without light pollution.","Updated 8:38 PM GMT+1, December 13, 2023"
Saturn’s Death Star-looking moon may have vast underground ocean,"CAPE CANAVERAL, Fla. (AP) — The moon, asteroids and brand new rockets topped the world’s space news in 2023.
Elon Musk’s monster rocket made it to space on the second test flight before exploding again. India landed successfully on the moon, outdoing Russia, which crashed. And NASA brought back its first samples of an asteroid.
These are just a few of 2023’s cosmic hits and misses. And there’s more to come in 2024.","Updated 9:03 PM GMT+1, December 12, 2023"
"A skyscraper-size asteroid will buzz by Earth today, but no need to worry","CAPE CANAVERAL, Fla. (AP) — One of the biggest and brightest stars in the night sky will momentarily vanish as an asteroid passes in front of it to produce a one-of-a-kind eclipse.
The rare and fleeting spectacle, late Monday into early Tuesday, should be visible to millions of people along a narrow path stretching from central Asia’s Tajikistan and Armenia, across Turkey, Greece, Italy and Spain, to Miami and the Florida Keys and finally, to parts of Mexico.
The star is Betelgeuse, a red supergiant in the constellation Orion. The asteroid is Leona, a slowly rotating, oblong space rock in the main asteroid belt between Mars and Jupiter.","Updated 9:00 AM GMT+1, December 8, 2023"
Hungry sea otters are helping save California’s marshlands from erosion,"WASHINGTON (AP) — It’s a challenge for all new parents: Getting enough sleep while keeping a close eye on their newborns. For some penguins, it means thousands of mini-catnaps a day, researchers discovered.
Chinstrap penguins in Antarctica need to guard their eggs and chicks around-the-clock in crowded, noisy colonies. So they nod off thousands of times each day — but only for about four seconds at a time — to stay vigilant, the researchers reported Thursday in the journal Science.
These short “microsleeps,” totaling around 11 hours per day, appear to be enough to keep the parents going for weeks.","Updated 8:09 PM GMT+1, November 30, 2023"
"Are insects drawn to light? New research shows it’s confusion, not fatal attraction","CAPE CANAVERAL, Fla. (AP) — Astronomers have discovered a rare in-sync solar system with six planets moving like a grand cosmic orchestra, untouched by outside forces since their birth billions of years ago.
The find, announced Wednesday, can help explain how solar systems across the Milky Way galaxy came to be. This one is 100 light-years away in the constellation Coma Berenices. A light-year is 5.8 trillion miles.
A pair of planet-hunting satellites — NASA’s Tess and the European Space Agency’s Cheops — teamed up for the observations.","Updated 5:02 PM GMT+1, November 29, 2023"
"Executive Order 9066 authorized Japanese detention during World War II, not gift cards for recent migrants","CLAIM: President Joe Biden issued Executive Order 9066, which provides people who enter the U.S. illegally with a $5,000 Visa gift card.
AP’S ASSESSMENT: False. Executive Order 9066 was issued by President Franklin D. Roosevelt in 1942, authorizing the forced removal from the West Coast of anyone deemed a threat to national security. It paved the way for the relocation and incarceration of approximately 120,000 people of Japanese ancestry, including U.S.-born citizens, during World War II. The order was formally terminated in 1976 by President Gerald Ford. Immigration experts previously told The Associated Press that people who enter the U.S. illegally are not eligible for federal cash assistance, with exceptions for certain Cubans and Haitians. None of these benefits include a one-time payment of $5,000.
THE FACTS: On the 82nd anniversary of the order on Monday, social media users erroneously claimed that it is a recent directive meant to aid those who cross the U.S. border illegally.","Published 10:41 PM GMT+1, February 20, 2024"
NOT REAL NEWS: A look at what didn’t happen this week,"A roundup of some of the most popular but completely untrue stories and visuals of the week. None of these are legit, even though they were shared widely on social media. The Associated Press checked them out.
Posts share erroneous information about suspect identification in Kansas City mass shooting
CLAIM: A 44-year-old migrant named Sahil Omar was identified as one of the shooters at the Kansas City Chiefs’ Super Bowl parade on Wednesday.","Updated 6:39 PM GMT+1, February 16, 2024"
Posts share erroneous information about suspect identification in Kansas City mass shooting,"CLAIM: A 44-year-old migrant named Sahil Omar was identified as one of the shooters at the Kansas City Chiefs’ Super Bowl parade on Wednesday.
AP’S ASSESSMENT: False. Three juveniles were detained and one was later released in the investigation into the shooting that broke out at the conclusion of parade festivities outside historic Union Station, police said. The name Sahil Omar along with the same description has been used before on social media to make similar erroneous claims in connection with a January explosion in Fort Worth, Texas, and a December shooting in Las Vegas.
THE FACTS: Following the shooting that left a mother of two dead and 22 injured at the end of the parade celebrating the Chiefs’ Super Bowl win, social media users began sharing information that falsely pinned the violence on a 44-year-old migrant living in the country illegally.","Published 7:28 PM GMT+1, February 15, 2024"
"The Texas megachurch shooter has not been identified as transgender, despite claims online","CLAIM: The shooter who carried out an attack injuring two people at a Texas megachurch on Sunday has been identified as transgender.
AP’S ASSESSMENT: False. Houston police said on Monday that its investigation has thus far determined that the shooter, Genesse Ivonne Moreno, identified as female despite using multiple aliases, including the name Jeffery — or Jeffrey — Escalante. Multiple court records identify Moreno as female, most recently in 2022.
THE FACTS: Amid the aftermath of Sunday’s shooting at Lakewood Church, which is led by televangelist pastor Joel Osteen, social media users spread false claims about Moreno’s gender identity.","Published 11:27 PM GMT+1, February 13, 2024"
Tucker Carlson was not put on a ‘kill list’ in Ukraine for Putin interview,"CLAIM: Former Fox News host Tucker Carlson was placed on a Ukrainian “kill list,” and is facing sanctions by the European Union for interviewing Russian President Vladimir Putin.
AP’S ASSESSMENT: False. An image being cited as proof that Carlson is on such a list was taken from the website of the Myrotvorets Center, a non-governmental organization that studies threats to Ukraine’s national security. Carlson’s entry appears as part of the group’s “Purgatory” project, which tracks individuals the organization deems to have deliberately acted against the national security of Ukraine. The conservative commentator has been listed in the project’s database since at least June 2023. In addition, Carlson has not been sanctioned by the EU, officials said.
THE FACTS: After Carlson announced on Tuesday that he was in Moscow to interview Russian President Vladimir Putin, some on social media used the image to claim Ukraine wants the former Fox News host dead.","Published 10:14 PM GMT+1, February 9, 2024"
NOT REAL NEWS: A look at what didn’t happen this week,"A roundup of some of the most popular but completely untrue stories and visuals of the week. None of these are legit, even though they were shared widely on social media. The Associated Press checked them out.
Posts misrepresent the status of a bill that could disqualify Trump from the ballot in Hawaii
CLAIM: Hawaii passed a bill to keep former President Donald Trump off the ballot during the 2024 election.","Updated 4:28 PM GMT+1, February 9, 2024"
Posts misrepresent the status of a bill that could disqualify Trump from the ballot in Hawaii,"CLAIM: Hawaii passed a bill to keep former President Donald Trump off the ballot during the 2024 election.
AP’S ASSESSMENT: Missing context. Hawaii’s Senate Committee on Judiciary voted on Tuesday to move forward a bill that could disqualify Trump from the ballot under the U.S. Constitution’s insurrection clause. The bill passed a first vote on the Senate floor late last month and would need to pass at least two additional votes on the floor to clear the Senate and move to the House.
THE FACTS: Social media users are misrepresenting the status of the bill.","Published 12:00 AM GMT+1, February 8, 2024"
False report claims Microsoft will ‘disable computers’ if users share ‘non-mainstream content’,"CLAIM: Microsoft plans to “disable computers of users who share ‘non-mainstream content’ online.”
AP’S ASSESSMENT: False. An article by a website known to publish erroneous content misrepresented an interview with Microsoft CEO Satya Nadella on NBC about artificial intelligence. Nadella discussed how to reduce “unintended consequences” of AI, including misinformation, but made no mention of disabling computers.
THE FACTS: Social media users are sharing a screenshot of a baseless article titled: “Microsoft To Disable Computers of Users Who Share ‘Non-Mainstream Content’ Online.”","Published 11:38 PM GMT+1, February 6, 2024"
"Migrants in New York City will receive prepaid debit cards, not credit cards, for designated goods","CLAIM: New York City is giving credit cards to migrants living in the U.S. illegally.
AP’S ASSESSMENT: Missing context. The city is launching a pilot program that will provide migrants with prepaid debit cards to buy only food and baby supplies, according to a spokesperson for the mayor. Participants will be allowed to shop with the cards at bodegas, grocery stores, supermarkets and convenience stores. The goal is to cut costs, officials said.
THE FACTS: Amid a massive influx of migrants to New York City, social media users are misrepresenting the new program with false claims about the type of aid participants will receive.","Published 7:44 PM GMT+1, February 6, 2024"
The NYPD did not stage a protest over the release of suspects in Times Square officer attack,"CLAIM: A video filmed on Wednesday night shows a protest by the New York Police Department over the release without bail of migrants who attacked two officers in Times Square on Saturday.
AP’S ASSESSMENT: False. The NYPD did not stage such a protest, a spokesperson for the department told The Associated Press. The spokesperson and a representative of the police union said they did not know what the video showed and when and where it was taken.
THE FACTS: As men charged in the attack were released without bail this week, social media users falsely claimed that a video showed the NYPD protesting against the decision.","Published 12:17 AM GMT+1, February 3, 2024"
Video from 2022 misrepresented to make southern border convoy look larger than it is,"CLAIM: A video shows a convoy made up of thousands of truckers, including many driving tractor-trailers, on its way to Texas to support the state in its escalating standoff with the Biden administration over immigration enforcement along the U.S.-Mexico border.
AP’S ASSESSMENT: False. The video shows a 2022 convoy of truckers who drove from California to the Washington, D.C., area to demand an end to COVID-19 restrictions. It is made up of clips from three news reports on the convoy and aerial footage from a local television station. A convoy calling to secure the southern border left Norfolk, Virginia, on Monday, their final destination Texas. However, a livestream by one of the participants showed about 40 vehicles participating as they left Jacksonville, Florida, on Tuesday morning.
THE FACTS: Following the Supreme Court’s decision last week to allow Border Patrol agents to resume cutting razor wire that Texas installed along a stretch of the U.S.-Mexico border, some on social media are misrepresenting footage of the 2022 convoy to falsely claim thousands of truckers are on their way to help protect the Lone Star State.","Published 7:31 PM GMT+1, January 30, 2024"
Not Real News: A look at what didn’t happen this week,"A roundup of some of the most popular but completely untrue stories and visuals of the week. None of these are legit, even though they were shared widely on social media. The Associated Press checked them out.
CLAIM: A judge on Monday delayed proceedings in former President Donald Trump’s New York defamation trial until Tuesday, the day of the New Hampshire primary, which is proof of election interference.
THE FACTS: The trial was delayed on Monday because of a juror’s illness.","Updated 7:02 PM GMT+1, January 26, 2024"
The WEF’s chairman did not confess that a ‘political revolution’ is destroying his agenda,"CLAIM: World Economic Forum executive chairman Klaus Schwab admitted that his plan for a “Great Reset” is being destroyed by a “political revolution” against the idea.
AP’S ASSESSMENT: False. An article by a website known to publish misinformation misrepresented a speech Schwab gave on the future of governments worldwide at a 2017 conference in Dubai, three years before the WEF introduced the idea of The Great Reset. In reality, Schwab spoke about the need to develop new systems of government to reflect contemporary perspectives and what such systems could entail.
THE FACTS: Social media users are sharing a screenshot of a baseless article titled: “Klaus Schwab Admits ‘Political Revolution’ Against The ‘Great Reset’ Is Destroying His Agenda.”","Published 5:28 PM GMT+1, January 26, 2024"
"Delay of Trump defamation trial due to illness, not election interference","CLAIM: A judge on Monday delayed proceedings in former President Donald Trump’s New York defamation trial until Tuesday, the day of the New Hampshire primary, which is proof of election interference.
AP’S ASSESSMENT: False. The trial was delayed on Monday because of a juror’s illness. Although the judge did not rule on when proceedings would resume before court was adjourned, a filing later that day said they would continue on Wednesday. It did not specify whether the timing was due to the primary schedule or to illness.
THE FACTS: Ahead of Trump’s possible testimony in his defamation trial over comments he made about E. Jean Carroll, the writer who claims he sexually assaulted her in the 1990s, social media users are misrepresenting the postponement as a nefarious attempt to interfere with the 2024 presidential election.","Published 9:33 PM GMT+1, January 23, 2024"
Osama bin Laden was digitally added to a photo of a post-9/11 Pentagon meeting,"CLAIM: A photo shows President George W. Bush meeting with Osama bin Laden.
AP’S ASSESSMENT: Altered photo. The image was edited to add bin Laden. The original photo, which was taken at a Pentagon meeting the day after 9/11, shows Deputy Secretary of Defense Paul Wolfowitz sitting where bin Laden appears in the altered version. Wolfowitz can also be seen in another image taken at the meeting from a different angle.
THE FACTS: Social media users are sharing a manipulated photo, saying it shows the al-Qaida founder meeting with Bush and other government officials.","Published 10:39 PM GMT+1, January 22, 2024"
